0.5,22.007,131.879,,
1.5,2.765,4.102,,
2.5,1.554,3.165,,
3.5,1.077,2.824,,
4.5,0.814,2.524,,
5.5,0.629,2.274,,
6.5,0.517,2.39,,
7.5,0.385,2.068,,
8.5,0.351,2.064,,
9.5,0.282,2.06,,
10.5,0.213,1.953,,
11.5,0.216,2.079,,
12.5,0.159,1.855,,
13.5,0.154,1.882,,
14.5,0.097,1.84,,
15.5,0.091,1.77,,
16.5,0.078,1.65,,
17.5,0.054,1.695,,
18.5,0.034,1.753,,
19.5,0.044,1.664,,
20.5,0.02,1.72,,
21.5,0.036,1.594,,
22.5,0.002,1.614,,
23.5,-0.004,1.716,,
24.5,-0.01,1.463,,
25.5,-0.033,1.749,,
26.5,-0.03,1.572,,
27.5,-0.014,1.568,,
28.5,-0.024,1.617,,
29.5,-0.045,1.526,,
30.5,-0.018,1.619,,
31.5,-0.072,1.431,,
32.5,-0.044,1.467,,
33.5,-0.049,1.417,,
34.5,-0.041,1.48,,
35.5,-0.05,1.446,,
36.5,-0.076,1.411,,
37.5,-0.048,1.468,,
38.5,-0.041,1.479,,
39.5,-0.057,1.44,,
40.5,-0.045,1.53,,
41.5,-0.057,1.41,,
42.5,-0.071,1.352,,
43.5,-0.086,1.426,,
44.5,-0.054,1.338,,
45.5,-0.075,1.437,,
46.5,-0.085,1.49,,
47.5,-0.081,1.383,,
48.5,-0.068,1.351,,
49.5,-0.093,1.379,,
50.5,-0.075,1.447,,
51.5,-0.07,1.355,,
52.5,-0.082,1.353,,
53.5,-0.075,1.461,,
54.5,-0.079,1.306,,
55.5,-0.093,1.336,,
56.5,-0.105,1.351,,
57.5,-0.081,1.355,,
58.5,-0.08,1.364,,
59.5,-0.091,1.346,,
60.5,-0.073,1.372,,
61.5,-0.096,1.354,,
62.5,-0.092,1.348,,
63.5,-0.072,1.392,,
64.5,-0.101,1.278,,
65.5,-0.089,1.27,,
66.5,-0.07,1.297,,
67.5,-0.085,1.333,,
68.5,-0.101,1.29,,
69.5,-0.091,1.343,,
70.5,-0.094,1.185,,
71.5,-0.099,1.279,,
72.5,-0.094,1.251,,
73.5,-0.092,1.266,,
74.5,-0.093,1.275,,
75.5,-0.063,1.244,,
76.5,-0.091,1.252,,
77.5,-0.097,1.214,,
78.5,-0.103,1.298,,
79.5,-0.09,1.226,,
80.5,-0.092,1.331,,
81.5,-0.09,1.218,,
82.5,-0.093,1.229,,
83.5,-0.091,1.364,,
84.5,-0.087,1.273,,
85.5,-0.071,1.285,,
86.5,-0.093,1.234,,
87.5,-0.1,1.212,,
88.5,-0.075,1.267,,
89.5,-0.092,1.193,,
90.5,-0.085,1.169,,
91.5,-0.087,1.297,,
92.5,-0.075,1.3,,
93.5,-0.091,1.226,,
94.5,-0.108,1.211,,
95.5,-0.111,1.135,,
96.5,-0.107,1.17,,
97.5,-0.106,1.218,,
98.5,-0.077,1.176,,
99.5,-0.076,1.17,,
100.5,-0.061,1.274,,
101.5,-0.092,1.123,,
102.5,-0.084,1.206,,
103.5,-0.069,1.193,,
104.5,-0.072,1.211,,
105.5,-0.116,1.158,,
106.5,-0.09,1.141,,
107.5,-0.106,1.118,,
108.5,-0.091,1.201,,
109.5,-0.099,1.148,,
110.5,-0.092,1.225,,
111.5,-0.083,1.139,,
112.5,-0.087,1.202,,
113.5,-0.084,1.248,,
114.5,-0.097,1.11,,
115.5,-0.105,1.143,,
116.5,-0.068,1.166,,
117.5,-0.055,1.141,,
118.5,-0.079,1.167,,
119.5,-0.086,1.195,,
120.5,-0.079,1.187,,
121.5,-0.104,1.042,,
122.5,-0.101,1.125,,
123.5,-0.084,1.078,,
124.5,-0.076,1.117,,
125.5,-0.075,1.076,,
126.5,-0.09,1.136,,
127.5,-0.093,1.138,,
128.5,-0.1,1.133,,
129.5,-0.099,1.168,,
130.5,-0.094,1.121,,
131.5,-0.103,1.114,,
132.5,-0.077,1.195,,
133.5,-0.081,1.16,,
134.5,-0.063,1.169,,
135.5,-0.094,1.115,,
136.5,-0.087,1.114,,
137.5,-0.081,1.111,,
138.5,-0.086,1.122,,
139.5,-0.09,1.1,,
140.5,-0.1,1.049,,
141.5,-0.09,1.109,,
142.5,-0.1,1.109,,
143.5,-0.088,1.098,,
144.5,-0.069,1.073,,
145.5,-0.09,1.071,,
146.5,-0.105,1.105,,
147.5,-0.097,1.155,,
148.5,-0.108,1.006,,
149.5,-0.096,1.049,,
150.5,-0.083,1.052,,
151.5,-0.107,1.068,,
152.5,-0.089,1.103,,
153.5,-0.097,1.102,,
154.5,-0.08,1.043,,
155.5,-0.114,1.059,,
156.5,-0.075,1.073,,
157.5,-0.094,1.081,,
158.5,-0.106,1.077,,
159.5,-0.086,1.049,,
160.5,-0.083,1.021,,
161.5,-0.089,1.049,,
162.5,-0.077,1.095,,
163.5,-0.089,1.079,,
164.5,-0.087,1.046,,
165.5,-0.08,1.037,,
166.5,-0.089,1.059,,
167.5,-0.078,1.092,,
168.5,-0.088,1.064,,
169.5,-0.059,1.036,,
170.5,-0.06,1.048,,
171.5,-0.093,1.015,,
172.5,-0.093,1.015,,
173.5,-0.101,1.036,,
174.5,-0.072,1.036,,
175.5,-0.108,1.014,,
176.5,-0.098,1.029,,
177.5,-0.09,0.966,,
178.5,-0.097,1.087,,
179.5,-0.11,1,,
180.5,-0.111,0.962,,
181.5,-0.069,1.059,,
182.5,-0.079,1.02,,
183.5,-0.098,0.99,,
184.5,-0.076,1.037,,
185.5,-0.065,1.097,,
186.5,-0.082,1.033,,
187.5,-0.09,1.03,,
188.5,-0.103,1.024,,
189.5,-0.105,1.06,,
190.5,-0.094,0.997,,
191.5,-0.088,1.074,,
192.5,-0.098,1.089,,
193.5,-0.068,1.06,,
194.5,-0.083,1.018,,
195.5,-0.077,0.99,,
196.5,-0.132,1.132,,
197.5,-0.092,1.048,,
198.5,-0.103,1.104,,
199.5,-0.073,1.024,,
200.5,-0.102,1.009,,
201.5,-0.113,1.082,,
202.5,-0.045,1.041,,
203.5,-0.095,0.994,,
204.5,-0.101,0.939,,
205.5,-0.088,0.998,,
206.5,-0.088,1.065,,
207.5,-0.09,0.982,,
208.5,-0.083,0.97,,
209.5,-0.133,0.965,,
210.5,-0.107,1.079,,
211.5,-0.1,0.993,,
212.5,-0.072,1.005,,
213.5,-0.067,1.031,,
214.5,-0.075,0.957,,
215.5,-0.077,1.045,,
216.5,-0.093,1.013,,
217.5,-0.078,1.006,,
218.5,-0.073,1.166,,
219.5,-0.09,0.946,,
220.5,-0.085,0.962,,
221.5,-0.084,0.967,,
222.5,-0.054,0.97,,
223.5,-0.089,0.986,,
224.5,-0.103,0.935,,
225.5,-0.08,1.075,,
226.5,-0.098,1.076,,
227.5,-0.074,1.012,,
228.5,-0.073,1.029,,
229.5,-0.067,0.956,,
230.5,-0.085,1.176,,
231.5,-0.102,0.911,,
232.5,-0.087,0.976,,
233.5,-0.067,1.217,,
234.5,-0.091,0.965,,
235.5,-0.089,0.973,,
236.5,-0.083,0.985,,
237.5,-0.09,0.982,,
238.5,-0.086,0.953,,
239.5,-0.102,0.914,,
240.5,-0.115,0.922,,
